timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2023-03-10,338.87,339.93,326.03,327.67,327.67,4549665,0.0,1.0
2023-03-09,349.2,354.29,341.05,342.09,342.09,3177787,0.0,1.0
2023-03-08,346.19,349.69,345.17,349.29,349.29,1584632,0.0,1.0
2023-03-07,355.55,356.2,345.625,346.08,346.08,2048530,0.0,1.0
2023-03-06,358.06,358.86,353.73,357.05,357.05,1614160,0.0,1.0
2023-03-03,350.64,357.77,349.56,357.09,357.09,2396334,0.0,1.0
2023-03-02,343.99,349.78,340.49,349.1,349.1,3260264,0.0,1.0
2023-03-01,349.39,352.54,345.96,346.23,346.23,2717354,2.5,1.0
2023-02-28,366.0,366.01,351.33,351.65,349.129066899894,4945557,0.0,1.0
2023-02-27,368.22,370.3,364.505,365.53,362.909562985691,2842388,0.0,1.0
2023-02-24,360.17,365.18,359.53,363.85,361.241606687122,2428661,0.0,1.0
2023-02-23,363.2,367.88,359.61,363.54,360.933829036791,1931502,0.0,1.0
2023-02-22,361.63,363.0,358.041,360.89,358.302826542024,2203940,0.0,1.0
2023-02-21,366.72,366.72,360.09,361.12,358.531177701947,2403029,0.0,1.0
2023-02-17,368.05,371.06,366.86,368.5,365.85827144209,1857335,0.0,1.0
2023-02-16,370.75,374.25,368.8001,370.2,367.546084363261,1947985,0.0,1.0
2023-02-15,368.74,374.365,368.25,374.34,371.656405241878,1687569,0.0,1.0
2023-02-14,373.94,377.05,369.38,371.78,369.11475754882,2155712,0.0,1.0
2023-02-13,369.09,375.06,368.0,374.02,371.338699280245,1570700,0.0,1.0
2023-02-10,367.0,372.23,364.555,371.28,368.61834198377,1933370,0.0,1.0
2023-02-09,377.04,379.68,367.8,367.99,365.351927565739,2052544,0.0,1.0
2023-02-08,372.92,378.35,371.98,375.1,372.410956900754,1893223,0.0,1.0
2023-02-07,368.17,376.31,367.34,374.4,371.715975109684,2205581,0.0,1.0
2023-02-06,369.0,371.2552,365.78,370.8,368.141783041321,1816448,0.0,1.0
2023-02-03,365.62,374.57,365.44,369.95,367.297876580736,2243051,0.0,1.0
2023-02-02,368.0,372.89,364.5501,369.47,366.821317638288,2619577,0.0,1.0
2023-02-01,359.1,368.94,358.76,365.71,363.088272589109,2889433,0.0,1.0
2023-01-31,359.16,365.92,356.86,365.81,363.187555702119,2311684,0.0,1.0
2023-01-30,353.29,362.33,352.4,357.46,354.897415765779,3184633,0.0,1.0
2023-01-27,351.95,355.99,351.83,353.7,351.1643707166,2427638,0.0,1.0
2023-01-26,351.73,355.0,349.52,354.97,352.425266251828,1919172,0.0,1.0
2023-01-25,344.75,349.955,343.9,349.63,347.123548017091,1985154,0.0,1.0
2023-01-24,340.0,350.3,340.0,348.33,345.83286754796,2371973,0.0,1.0
2023-01-23,341.67,349.56,336.1583,349.14,346.637060763341,4915671,0.0,1.0
2023-01-20,349.87,352.25,338.21,341.84,339.389393513606,11247154,0.0,1.0
2023-01-19,346.03,352.16,345.5201,350.75,348.235518882803,3100606,0.0,1.0
2023-01-18,348.32,354.79,347.8,349.09,346.587419206836,5585162,0.0,1.0
2023-01-17,364.8,366.79,344.0,349.92,347.41146904482,14448267,0.0,1.0
2023-01-13,363.49,374.35,362.355,374.0,371.318842657643,3310238,0.0,1.0
2023-01-12,366.24,370.1,362.57,369.94,367.287948269435,2103065,0.0,1.0
2023-01-11,358.87,365.5,356.21,364.48,361.867090299085,2127013,0.0,1.0
2023-01-10,352.64,357.5,350.5,357.36,354.798132652769,1610302,0.0,1.0
2023-01-09,351.88,356.5,349.5,353.0,350.46938892553,1989134,0.0,1.0
2023-01-06,347.3,349.0,340.945,348.08,345.584659765435,3097817,0.0,1.0
2023-01-05,344.25,345.14,340.14,343.76,341.2956292834,1397960,0.0,1.0
2023-01-04,348.03,350.31,345.0783,347.7,345.207383935996,1880985,0.0,1.0
2023-01-03,345.5,348.6,342.805,346.22,343.737993863447,1589777,0.0,1.0
2022-12-30,341.74,343.69,339.4,343.38,340.918353453962,1031535,0.0,1.0
2022-12-29,342.44,344.64,341.2396,343.43,340.967995010467,1273551,0.0,1.0
2022-12-28,340.5,342.847,339.3,340.87,338.426347317409,1117275,0.0,1.0
2022-12-27,346.51,347.75,341.79,341.97,339.51846156052,1035110,0.0,1.0
2022-12-23,344.84,347.76,343.11,345.51,343.033083761076,1062061,0.0,1.0
2022-12-22,347.16,348.05,339.88,345.58,343.102581940183,1529264,0.0,1.0
2022-12-21,348.26,350.88,346.89,350.16,347.649748516044,1923118,0.0,1.0
2022-12-20,345.99,347.42,343.49,344.49,342.020396008373,1622994,0.0,1.0
2022-12-19,346.27,348.3983,342.63,344.61,342.139535743985,1646653,0.0,1.0
2022-12-16,345.08,347.78,343.4056,346.35,343.86706191036,5008921,0.0,1.0
2022-12-15,354.48,356.105,347.94,349.83,347.322114243111,3164047,0.0,1.0
